time,LineB2B5.P1Pu,case,parameter_value
1670.0,0.6600883448843952,0p24,0.24
1680.0,0.6600883448843953,0p24,0.24
1690.0,0.6600883448843954,0p24,0.24
1700.0,0.6600883448843955,0p24,0.24
1710.0,0.6600883448843957,0p24,0.24
1720.0,0.6600883448843958,0p24,0.24
1730.0,0.6600883448843959,0p24,0.24
1740.0,0.660088344884396,0p24,0.24
1750.0,0.6600883448843962,0p24,0.24
1760.0,0.6600883448843963,0p24,0.24
1770.0,0.6600883448843964,0p24,0.24
1780.0,0.6600883448843965,0p24,0.24
1790.0,0.6600883448843966,0p24,0.24
1800.0,0.6600883448843967,0p24,0.24
1810.0,0.6600883448843968,0p24,0.24
1820.0,0.6600883448843969,0p24,0.24
1830.0,0.660088344884397,0p24,0.24
1840.0,0.6600883448843972,0p24,0.24
1850.0,0.6600883448843973,0p24,0.24
1860.0,0.6600883448843974,0p24,0.24
1870.0,0.6600883448843975,0p24,0.24
1880.0,0.6600883448843975,0p24,0.24
1890.0,0.6600883448843976,0p24,0.24
1900.0,0.6600883448843977,0p24,0.24
1910.0,0.6600883448843978,0p24,0.24
1920.0,0.6600883448843979,0p24,0.24
1930.0,0.660088344884398,0p24,0.24
1940.0,0.6600883448843982,0p24,0.24
1950.0,0.6600883448843984,0p24,0.24
1960.0,0.6600883448843985,0p24,0.24
1970.0,0.6600883448843986,0p24,0.24
1980.0,0.6600883448843986,0p24,0.24
1990.0,0.6600883448843987,0p24,0.24
2000.0,0.6600883448843988,0p24,0.24
2000.0,0.6600883448843988,0p24,0.24
