time,LineB2B5.P1Pu,case,parameter_value
1340.0,0.9161497568314169,0p12,0.12
1350.0,0.9161497568311849,0p12,0.12
1360.0,0.9161497568309531,0p12,0.12
1370.0,0.9161497568309083,0p12,0.12
1380.0,0.9161497568309062,0p12,0.12
1390.0,0.9161497568309044,0p12,0.12
1400.0,0.9161497568309023,0p12,0.12
1410.0,0.9161497568309003,0p12,0.12
1420.0,0.9161497568308983,0p12,0.12
1430.0,0.9161497568308961,0p12,0.12
1440.0,0.9161497568308941,0p12,0.12
1450.0,0.9161497568308921,0p12,0.12
1460.0,0.9161497568308901,0p12,0.12
1470.0,0.9161497568308878,0p12,0.12
1480.0,0.916149756830886,0p12,0.12
1490.0,0.9161497568308838,0p12,0.12
1500.0,0.9161497568308818,0p12,0.12
1510.0,0.91614975683088,0p12,0.12
1520.0,0.916149756830878,0p12,0.12
1530.0,0.916149756830876,0p12,0.12
1540.0,0.9161497568308739,0p12,0.12
1550.0,0.9161497568308717,0p12,0.12
1560.0,0.9161497568308699,0p12,0.12
1570.0,0.9161497568308677,0p12,0.12
1580.0,0.9161497568308656,0p12,0.12
1590.0,0.9161497568308636,0p12,0.12
1600.0,0.9161497568308616,0p12,0.12
1610.0,0.9161497568308595,0p12,0.12
1620.0,0.9161497568308575,0p12,0.12
1630.0,0.9161497568308556,0p12,0.12
1640.0,0.9161497568308536,0p12,0.12
1650.0,0.9161497568308515,0p12,0.12
1660.0,0.9161497568308495,0p12,0.12
1670.0,0.9161497568308475,0p12,0.12
1680.0,0.9161497568308454,0p12,0.12
1690.0,0.9161497568308433,0p12,0.12
1700.0,0.9161497568308414,0p12,0.12
1710.0,0.9161497568308393,0p12,0.12
1720.0,0.9161497568308373,0p12,0.12
1730.0,0.9161497568308352,0p12,0.12
1740.0,0.9161497568308332,0p12,0.12
1750.0,0.9161497568308313,0p12,0.12
1760.0,0.9161497568308292,0p12,0.12
1770.0,0.9161497568308272,0p12,0.12
1780.0,0.9161497568308252,0p12,0.12
1790.0,0.9161497568308231,0p12,0.12
1800.0,0.916149756830821,0p12,0.12
1810.0,0.9161497568308191,0p12,0.12
1820.0,0.916149756830817,0p12,0.12
1830.0,0.9161497568308149,0p12,0.12
1840.0,0.9161497568308129,0p12,0.12
1850.0,0.9161497568308109,0p12,0.12
1860.0,0.9161497568308088,0p12,0.12
1870.0,0.916149756830807,0p12,0.12
1880.0,0.9161497568308049,0p12,0.12
1890.0,0.916149756830803,0p12,0.12
1900.0,0.9161497568308008,0p12,0.12
1910.0,0.9161497568307988,0p12,0.12
1920.0,0.9161497568307968,0p12,0.12
1930.0,0.9161497568307947,0p12,0.12
1940.0,0.9161497568307926,0p12,0.12
1950.0,0.9161497568307907,0p12,0.12
1960.0,0.9161497568307886,0p12,0.12
1970.0,0.9161497568307866,0p12,0.12
1980.0,0.9161497568307845,0p12,0.12
1990.0,0.9161497568307827,0p12,0.12
2000.0,0.9161497568307806,0p12,0.12
2000.0,0.9161497567027234,0p12,0.12
